Invoice ID,Branch,CustomerID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Longitude,Latitude,Year,Month,Day,Day_Name
590-83-4591,B,C1258,Mandalay,Normal,Male,Electronic accessories,87.45,8,15.468250000000001,699.6,2019-02-25,14:40,Ewallet,524.7,4.761904762,174.9,10.0,96.0891,21.9588,2019,2,25,Monday
483-71-1164,C,C1340,Naypyitaw,Normal,Female,Health and beauty,81.3,7,15.468250000000001,569.1,2019-10-23,16:43,Ewallet,487.8,4.761904762,81.3,5.565,96.0785,19.7633,2019,10,23,Wednesday
597-78-7908,C,C1300,Naypyitaw,Normal,Male,Fashion accessories,90.22,4,15.468250000000001,360.88,2019-06-26,19:39,Ewallet,270.66,4.761904762,90.22,6.51,96.0785,19.7633,2019,6,26,Wednesday
700-81-1757,A,C1815,Yangon,Normal,Female,Electronic accessories,26.31,5,15.468250000000001,131.55,2019-01-22,20:59,Ewallet,131.55,4.761904762,0.0,8.8,96.1735,16.8409,2019,1,22,Tuesday
354-39-5160,A,C1632,Yangon,Normal,Female,Home and lifestyle,34.42,6,15.468250000000001,206.52,2019-02-14,15:39,Ewallet,206.52,4.761904762,0.0,9.8,96.1735,16.8409,2019,2,14,Thursday
241-72-9525,B,C1260,Mandalay,Normal,Male,Sports and travel,51.91,14,15.468250000000001,726.74,2019-01-11,12:21,Cash,519.1,4.761904762,207.64,9.84,96.0891,21.9588,2019,1,11,Friday
575-30-8091,A,C1706,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,580.0,2019-04-21,19:25,Ewallet,580.0,4.761904762,0.0,9.2,96.1735,16.8409,2019,4,21,Sunday
731-81-9469,C,C1331,Naypyitaw,Normal,Female,Sports and travel,89.8,12,53.88,1077.6,2019-02-28,13:00,Credit card,898.0,4.761904762,179.6,5.67,96.0785,19.7633,2019,2,28,Thursday
280-17-4359,C,C1492,Naypyitaw,Normal,Male,Health and beauty,90.5,12,54.3,1086.0,2019-08-27,13:48,Cash,905.0,4.761904762,181.0,8.505,96.0785,19.7633,2019,8,27,Tuesday
338-65-2210,C,C1421,Naypyitaw,Normal,Female,Health and beauty,68.6,12,41.16,823.2,2019-11-23,19:57,Cash,686.0,4.761904762,137.2,9.555,96.0785,19.7633,2019,11,23,Saturday
488-25-4221,C,C1414,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,30.41,2019-08-16,10:36,Credit card,30.41,4.761904762,0.0,8.82,96.0785,19.7633,2019,8,16,Friday
239-10-7476,A,C1860,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,467.7,2019-11-27,16:37,Ewallet,467.7,4.761904762,0.0,8.0,96.1735,16.8409,2019,11,27,Wednesday
458-41-1477,C,C1364,Naypyitaw,Normal,Female,Health and beauty,46.26,7,16.191,323.82,2019-02-19,17:11,Credit card,277.56,4.761904762,46.26,9.975,96.0785,19.7633,2019,2,19,Tuesday
685-64-1609,A,C1732,Yangon,Member,Female,Fashion accessories,30.14,14,21.098,421.96,2019-05-04,12:28,Ewallet,301.4,4.761904762,120.56,9.2,96.1735,16.8409,2019,5,4,Saturday
568-90-5112,C,C1489,Naypyitaw,Normal,Male,Health and beauty,66.14,5,16.535,330.7,2019-04-12,12:46,Credit card,264.56,4.761904762,66.14,5.88,96.0785,19.7633,2019,4,12,Friday
262-47-2794,B,C1299,Mandalay,Member,Male,Home and lifestyle,71.86,15,53.895,1077.9,2019-01-05,15:07,Credit card,574.88,4.761904762,503.02,7.44,96.0891,21.9588,2019,1,5,Saturday
238-49-0436,A,C1736,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,259.68,2019-01-12,13:48,Credit card,259.68,4.761904762,0.0,4.9,96.1735,16.8409,2019,1,12,Saturday
608-96-3517,B,C1296,Mandalay,Member,Female,Health and beauty,91.54,8,15.468250000000001,732.32,2019-07-22,19:20,Credit card,366.16,4.761904762,366.16,5.76,96.0891,21.9588,2019,7,22,Monday
584-86-7256,C,C1391,Naypyitaw,Member,Male,Health and beauty,34.56,11,15.468250000000001,380.16,2019-08-26,16:07,Credit card,241.92,4.761904762,138.24,7.665,96.0785,19.7633,2019,8,26,Monday
746-94-0204,A,C1894,Yangon,Normal,Male,Health and beauty,83.24,9,15.468250000000001,749.16,2019-01-25,11:56,Credit card,749.16,4.761904762,0.0,7.4,96.1735,16.8409,2019,1,25,Friday
214-17-6927,C,C1403,Naypyitaw,Normal,Female,Health and beauty,16.48,7,15.468250000000001,115.36,2019-10-10,18:23,Ewallet,98.88,4.761904762,16.48,10.0,96.0785,19.7633,2019,10,10,Thursday
400-89-4171,C,C1334,Naypyitaw,Normal,Female,Health and beauty,80.97,10,15.468250000000001,809.7,2019-12-27,13:05,Cash,647.76,4.761904762,161.94,9.765,96.0785,19.7633,2019,12,27,Friday
782-95-9291,A,C1647,Yangon,Member,Male,Health and beauty,92.29,7,15.468250000000001,646.03,2019-12-31,15:55,Credit card,461.45,4.761904762,184.58,9.0,96.1735,16.8409,2019,12,31,Tuesday
279-74-2924,B,C1291,Mandalay,Member,Male,Health and beauty,72.17,1,15.468250000000001,72.17,2019-11-21,19:40,Cash,72.17,4.761904762,0.0,7.32,96.0891,21.9588,2019,11,21,Thursday
307-85-2293,B,C1202,Mandalay,Normal,Male,Health and beauty,50.28,7,15.468250000000001,351.96,2019-11-09,13:58,Ewallet,251.4,4.761904762,100.56,10.0,96.0891,21.9588,2019,11,9,Saturday
423-57-2993,B,C1216,Mandalay,Normal,Male,Health and beauty,93.39,8,37.356,747.12,2019-08-27,19:18,Ewallet,560.34,4.761904762,186.78,10.0,96.0891,21.9588,2019,8,27,Tuesday
894-41-5205,C,C1416,Naypyitaw,Normal,Female,Health and beauty,43.18,10,21.59,431.8,2019-04-23,19:39,Credit card,345.44,4.761904762,86.36,8.715,96.0785,19.7633,2019,4,23,Tuesday
275-28-0149,A,C1722,Yangon,Normal,Male,Health and beauty,63.69,1,3.1845,63.69,2019-06-26,16:21,Cash,63.69,4.761904762,0.0,6.0,96.1735,16.8409,2019,6,26,Wednesday
101-17-6199,A,C1665,Yangon,Normal,Male,Health and beauty,45.79,7,16.0265,320.53,2019-01-27,19:44,Credit card,320.53,4.761904762,0.0,7.0,96.1735,16.8409,2019,1,27,Sunday
423-80-0988,C,C1427,Naypyitaw,Normal,Male,Health and beauty,76.4,2,7.64,152.8,2019-04-04,19:42,Ewallet,152.8,4.761904762,0.0,6.825,96.0785,19.7633,2019,4,4,Thursday
548-46-9322,B,C1244,Mandalay,Normal,Male,Health and beauty,39.9,14,27.93,558.6,2019-06-18,15:24,Credit card,399.0,4.761904762,159.6,7.08,96.0891,21.9588,2019,6,18,Tuesday
505-02-0892,B,C1237,Mandalay,Member,Male,Health and beauty,42.57,15,31.9275,638.55,2019-06-06,14:12,Ewallet,340.56,4.761904762,297.99,6.72,96.0891,21.9588,2019,6,6,Thursday
234-65-2137,C,C1315,Naypyitaw,Normal,Male,Health and beauty,95.58,12,57.348,1146.96,2019-01-06,13:32,Cash,955.8,4.761904762,191.16,5.04,96.0785,19.7633,2019,1,6,Sunday
687-47-8271,A,C1681,Yangon,Normal,Male,Health and beauty,98.98,10,49.49,989.8,2019-04-23,16:20,Credit card,989.8,4.761904762,0.0,8.7,96.1735,16.8409,2019,4,23,Tuesday
796-32-9050,A,C1626,Yangon,Normal,Male,Health and beauty,51.28,6,15.384,307.68,2019-07-10,16:31,Cash,307.68,4.761904762,0.0,6.5,96.1735,16.8409,2019,7,10,Wednesday
105-31-1824,A,C1626,Yangon,Member,Male,Health and beauty,69.52,10,34.76,695.2,2019-12-08,15:10,Credit card,486.64,4.761904762,208.56,8.5,96.1735,16.8409,2019,12,8,Sunday
249-42-3782,A,C1673,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,350.05,2019-11-16,11:36,Ewallet,350.05,4.761904762,0.0,5.5,96.1735,16.8409,2019,11,16,Saturday
316-55-4634,B,C1276,Mandalay,Member,Male,Health and beauty,80.05,10,40.025,800.5,2019-02-24,12:45,Credit card,400.25,4.761904762,400.25,10.0,96.0891,21.9588,2019,2,24,Sunday
733-33-4967,C,C1449,Naypyitaw,Normal,Male,Health and beauty,20.85,10,10.425,208.5,2019-01-25,19:17,Cash,166.8,4.761904762,41.7,6.615,96.0785,19.7633,2019,1,25,Friday
608-27-6295,B,C1217,Mandalay,Normal,Male,Health and beauty,52.89,8,21.156,423.12,2019-01-27,17:34,Credit card,317.34,4.761904762,105.78,10.0,96.0891,21.9588,2019,1,27,Sunday
414-12-7047,B,C1283,Mandalay,Normal,Male,Health and beauty,19.79,11,10.8845,217.69,2019-06-20,12:04,Ewallet,158.32,4.761904762,59.37,10.0,96.0891,21.9588,2019,6,20,Thursday
827-26-2100,A,C1761,Yangon,Normal,Male,Health and beauty,33.84,9,15.468250000000001,304.56,2019-03-06,16:21,Ewallet,304.56,4.761904762,0.0,8.8,96.1735,16.8409,2019,3,6,Wednesday
175-54-2529,A,C1878,Yangon,Normal,Male,Health and beauty,22.17,8,15.468250000000001,177.36,2019-06-09,17:01,Credit card,177.36,4.761904762,0.0,9.6,96.1735,16.8409,2019,6,9,Sunday
139-52-2867,C,C1372,Naypyitaw,Normal,Female,Health and beauty,22.51,8,15.468250000000001,180.08,2019-10-04,10:50,Credit card,157.57,4.761904762,22.51,5.04,96.0785,19.7633,2019,10,4,Friday
407-63-8975,A,C1631,Yangon,Normal,Male,Health and beauty,73.88,6,15.468250000000001,443.28,2019-05-24,19:16,Ewallet,443.28,4.761904762,0.0,4.4,96.1735,16.8409,2019,5,24,Friday
342-65-4817,A,C1311,Naypyitaw,Normal,Male,Health and beauty,86.8,4,15.468250000000001,347.2,2019-10-18,16:47,Ewallet,260.4,4.761904762,86.8,7.455,96.0785,19.7633,2019,10,18,Friday
130-98-8941,A,C1380,Naypyitaw,Normal,Female,Health and beauty,64.26,8,15.468250000000001,514.08,2019-02-02,10:00,Cash,449.82,4.761904762,64.26,7.455,96.0785,19.7633,2019,2,2,Saturday
434-83-9547,A,C1405,Naypyitaw,Normal,Female,Health and beauty,38.47,10,15.468250000000001,384.7,2019-07-12,11:51,Cash,307.76,4.761904762,76.94,7.455,96.0785,19.7633,2019,7,12,Friday
851-28-6367,A,C1712,Yangon,Normal,Female,Health and beauty,15.5,10,15.468250000000001,155.0,2019-07-13,10:55,Ewallet,155.0,4.761904762,0.0,7.455,96.1735,16.8409,2019,7,13,Saturday
824-88-3614,A,C1361,Naypyitaw,Normal,Female,Health and beauty,34.31,10,15.468250000000001,343.1,2019-12-26,15:00,Ewallet,274.48,4.761904762,68.62,7.455,96.0785,19.7633,2019,12,26,Thursday
586-25-0848,A,C1603,Yangon,Normal,Female,Health and beauty,12.34,7,15.468250000000001,86.38,2019-10-08,11:19,Credit card,86.38,4.761904762,0.0,7.455,96.1735,16.8409,2019,10,8,Tuesday
895-66-0685,A,C1225,Mandalay,Normal,Male,Health and beauty,18.08,4,15.468250000000001,72.32,2019-03-18,19:46,Ewallet,54.24,4.761904762,18.08,7.455,96.0891,21.9588,2019,3,18,Monday
305-14-0245,A,C1216,Mandalay,Normal,Female,Health and beauty,94.49,11,15.468250000000001,1039.39,2019-11-22,19:00,Ewallet,755.92,4.761904762,283.47,7.455,96.0891,21.9588,2019,11,22,Friday
732-04-5373,A,C1261,Mandalay,Member,Male,Health and beauty,46.47,8,15.468250000000001,371.76,2019-11-01,10:53,Cash,185.88,4.761904762,185.88,7.455,96.0891,21.9588,2019,11,1,Friday
400-60-7251,A,C1838,Yangon,Normal,Male,Health and beauty,74.07,1,15.468250000000001,74.07,2019-03-12,12:50,Ewallet,74.07,4.761904762,0.0,7.455,96.1735,16.8409,2019,3,12,Tuesday
593-65-1552,C,C1425,Naypyitaw,Normal,Female,Health and beauty,69.81,5,15.468250000000001,349.05,2019-10-15,20:50,Credit card,279.24,4.761904762,69.81,7.455,96.0785,19.7633,2019,10,15,Tuesday
284-34-9626,B,C1250,Mandalay,Normal,Female,Health and beauty,77.04,4,15.408,308.16,2019-12-18,10:39,Credit card,231.12,4.761904762,77.04,8.64,96.0891,21.9588,2019,12,18,Wednesday
437-58-8131,B,C1273,Mandalay,Normal,Female,Health and beauty,73.52,3,11.028,220.56,2019-08-08,13:41,Ewallet,147.04,4.761904762,73.52,5.52,96.0891,21.9588,2019,8,8,Thursday
286-43-6208,C,C1376,Naypyitaw,Normal,Female,Health and beauty,87.8,11,48.29,965.8,2019-10-29,19:08,Cash,790.2,4.761904762,175.6,9.66,96.0785,19.7633,2019,10,29,Tuesday
641-43-2399,B,C1212,Mandalay,Normal,Male,Health and beauty,25.55,6,7.665,153.3,2019-11-04,20:23,Ewallet,102.2,4.761904762,51.1,6.84,96.0891,21.9588,2019,11,4,Monday
831-07-6050,A,C1624,Yangon,Normal,Male,Health and beauty,32.71,5,8.1775,163.55,2019-11-08,11:30,Credit card,163.55,4.761904762,0.0,9.9,96.1735,16.8409,2019,11,8,Friday
556-86-3144,C,C1386,Naypyitaw,Member,Female,Health and beauty,74.29,1,3.7145,74.29,2019-04-23,19:30,Cash,74.29,4.761904762,0.0,5.25,96.0785,19.7633,2019,4,23,Tuesday
848-24-9445,C,C1389,Naypyitaw,Member,Male,Health and beauty,43.7,3,6.555,131.1,2019-11-05,18:03,Cash,87.4,4.761904762,43.7,5.145,96.0785,19.7633,2019,11,5,Tuesday
856-22-8149,A,C1808,Yangon,Normal,Female,Health and beauty,25.29,1,1.2645,25.29,2019-12-30,10:13,Ewallet,25.29,4.761904762,0.0,6.1,96.1735,16.8409,2019,12,30,Monday
699-01-4164,C,C1314,Naypyitaw,Normal,Male,Health and beauty,41.5,5,10.375,207.5,2019-06-21,19:58,Credit card,166.0,4.761904762,41.5,8.61,96.0785,19.7633,2019,6,21,Friday
420-11-4919,C,C1474,Naypyitaw,Normal,Female,Health and beauty,71.39,6,21.417,428.34,2019-02-23,19:57,Credit card,356.95,4.761904762,71.39,5.775,96.0785,19.7633,2019,2,23,Saturday
606-80-4905,C,C1427,Naypyitaw,Normal,Female,Health and beauty,19.15,7,6.7025,134.05,2019-05-14,10:01,Credit card,114.9,4.761904762,19.15,7.14,96.0785,19.7633,2019,5,14,Tuesday
542-41-0513,B,C1222,Mandalay,Normal,Female,Health and beauty,57.49,6,17.247,344.94,2019-11-15,11:57,Cash,229.96,4.761904762,114.98,7.92,96.0891,21.9588,2019,11,15,Friday
426-39-2418,C,C1304,Naypyitaw,Normal,Male,Health and beauty,61.41,8,24.564,491.28,2019-02-15,10:02,Cash,429.87,4.761904762,61.41,10.0,96.0785,19.7633,2019,2,15,Friday
875-46-5808,B,C1216,Mandalay,Member,Male,Health and beauty,25.9,20,25.9,518.0,2019-06-04,14:51,Ewallet,259.0,4.761904762,259.0,10.0,96.0891,21.9588,2019,6,4,Tuesday
394-43-4238,B,C1212,Mandalay,Member,Male,Health and beauty,17.77,10,8.885,177.7,2019-09-05,12:42,Credit card,88.85,4.761904762,88.85,6.48,96.0891,21.9588,2019,9,5,Thursday
749-24-1565,A,C1757,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,207.27,2019-08-02,12:02,Ewallet,207.27,4.761904762,0.0,7.9,96.1735,16.8409,2019,8,2,Friday
672-51-8681,C,C1320,Naypyitaw,Member,Female,Health and beauty,66.65,15,15.468250000000001,999.75,2019-02-20,18:19,Credit card,599.85,4.761904762,399.9,10.0,96.0785,19.7633,2019,2,20,Wednesday
263-87-5680,C,C1431,Naypyitaw,Member,Female,Health and beauty,28.53,17,15.468250000000001,485.01,2019-01-09,17:38,Ewallet,285.3,4.761904762,199.71,8.19,96.0785,19.7633,2019,1,9,Wednesday
573-58-9734,B,C1235,Mandalay,Normal,Female,Health and beauty,30.37,4,15.468250000000001,121.48,2019-03-07,13:41,Ewallet,91.11,4.761904762,30.37,6.12,96.0891,21.9588,2019,3,7,Thursday
888-02-0338,A,C1647,Yangon,Normal,Male,Health and beauty,26.23,9,15.468250000000001,236.07,2019-03-30,20:24,Ewallet,236.07,4.761904762,0.0,5.9,96.1735,16.8409,2019,3,30,Saturday
677-11-0152,C,C1473,Naypyitaw,Normal,Female,Health and beauty,93.26,11,51.293,1025.86,2019-09-03,18:08,Cash,839.34,4.761904762,186.52,9.24,96.0785,19.7633,2019,9,3,Tuesday
142-63-6033,B,C1281,Mandalay,Normal,Male,Health and beauty,92.36,7,32.326,646.52,2019-08-03,19:17,Ewallet,461.8,4.761904762,184.72,5.88,96.0891,21.9588,2019,8,3,Saturday
656-16-1063,B,C1294,Mandalay,Normal,Male,Health and beauty,46.42,4,9.284,185.68,2019-09-05,13:24,Credit card,139.26,4.761904762,46.42,5.28,96.0891,21.9588,2019,9,5,Thursday
891-58-8335,B,C1282,Mandalay,Member,Female,Health and beauty,29.61,14,20.727,414.54,2019-02-12,15:53,Cash,207.27,4.761904762,207.27,7.8,96.0891,21.9588,2019,2,12,Tuesday
802-43-8934,A,C1654,Yangon,Normal,Male,Health and beauty,18.28,1,0.914,18.28,2019-11-02,15:05,Credit card,18.28,4.761904762,0.0,8.3,96.1735,16.8409,2019,11,2,Saturday
560-30-5617,B,C1283,Mandalay,Normal,Female,Health and beauty,24.77,7,8.6695,173.39,2019-07-30,18:27,Cash,123.85,4.761904762,49.54,10.0,96.0891,21.9588,2019,7,30,Tuesday
319-74-2561,A,C1693,Yangon,Member,Female,Health and beauty,94.64,4,18.928,378.56,2019-10-24,16:55,Cash,283.92,4.761904762,94.64,5.5,96.1735,16.8409,2019,10,24,Thursday
549-03-9315,B,C1287,Mandalay,Normal,Male,Health and beauty,94.87,11,52.1785,1043.57,2019-02-27,12:58,Ewallet,758.96,4.761904762,284.61,10.0,96.0891,21.9588,2019,2,27,Wednesday
790-29-1172,B,C1223,Mandalay,Normal,Female,Health and beauty,57.34,4,11.468,229.36,2019-01-09,18:59,Credit card,172.02,4.761904762,57.34,9.48,96.0891,21.9588,2019,1,9,Wednesday
239-36-3640,B,C1208,Mandalay,Normal,Male,Health and beauty,45.35,8,18.14,362.8,2019-08-03,13:44,Ewallet,272.1,4.761904762,90.7,7.32,96.0891,21.9588,2019,8,3,Saturday
468-01-2051,B,C1221,Mandalay,Normal,Male,Health and beauty,62.08,10,31.04,620.8,2019-09-14,13:46,Ewallet,434.56,4.761904762,186.24,6.48,96.0891,21.9588,2019,9,14,Saturday
389-25-3394,C,C1452,Naypyitaw,Normal,Male,Health and beauty,11.81,6,3.543,70.86,2019-09-26,18:06,Cash,59.05,4.761904762,11.81,9.87,96.0785,19.7633,2019,9,26,Thursday
279-62-1445,C,C1499,Naypyitaw,Member,Female,Health and beauty,12.54,1,0.627,12.54,2019-11-18,12:38,Cash,12.54,4.761904762,0.0,8.61,96.0785,19.7633,2019,11,18,Monday
213-72-6612,A,C1664,Yangon,Normal,Male,Health and beauty,43.25,2,4.325,86.5,2019-07-14,15:56,Cash,86.5,4.761904762,0.0,6.2,96.1735,16.8409,2019,7,14,Sunday
746-68-6593,C,C1497,Naypyitaw,Member,Female,Health and beauty,87.16,3,13.074,261.48,2019-11-16,14:29,Credit card,174.32,4.761904762,87.16,10.0,96.0785,19.7633,2019,11,16,Saturday
836-82-5858,B,C1283,Mandalay,Member,Male,Health and beauty,69.37,18,62.433,1248.66,2019-08-12,19:14,Ewallet,624.33,4.761904762,624.33,4.8,96.0891,21.9588,2019,8,12,Monday
583-72-1480,C,C1393,Naypyitaw,Member,Male,Health and beauty,37.06,7,12.971,259.42,2019-10-16,16:24,Ewallet,148.24,4.761904762,111.18,7.455,96.0785,19.7633,2019,10,16,Wednesday
466-61-5506,B,C1211,Mandalay,Member,Female,Health and beauty,90.7,11,49.885,997.7,2019-06-17,10:52,Cash,544.2,4.761904762,453.5,7.455,96.0891,21.9588,2019,6,17,Monday
721-86-6247,A,C1770,Yangon,Normal,Female,Health and beauty,63.42,8,25.368,507.36,2019-07-15,12:55,Ewallet,507.36,4.761904762,0.0,7.455,96.1735,16.8409,2019,7,15,Monday
289-65-5721,B,C1212,Mandalay,Normal,Female,Health and beauty,81.37,3,12.2055,244.11,2019-02-18,19:28,Cash,162.74,4.761904762,81.37,7.455,96.0891,21.9588,2019,2,18,Monday
545-46-3100,B,C1263,Mandalay,Member,Female,Health and beauty,10.59,6,3.177,63.54,2019-11-19,13:52,Credit card,31.77,4.761904762,31.77,7.455,96.0891,21.9588,2019,11,19,Tuesday
418-02-5978,B,C1277,Mandalay,Normal,Female,Health and beauty,84.09,13,54.6585,1093.17,2019-11-23,10:54,Cash,756.81,4.761904762,336.36,7.455,96.0891,21.9588,2019,11,23,Saturday
269-04-5750,B,C1232,Mandalay,Member,Male,Health and beauty,73.82,8,29.528,590.56,2019-12-14,18:31,Cash,295.28,4.761904762,295.28,7.455,96.0891,21.9588,2019,12,14,Saturday
157-13-5295,A,C1776,Yangon,Normal,Male,Health and beauty,51.94,10,15.468250000000001,519.4,2019-01-19,18:24,Ewallet,519.4,4.761904762,0.0,7.455,96.1735,16.8409,2019,1,19,Saturday
645-78-8093,A,C1816,Yangon,Normal,Female,Health and beauty,93.14,2,15.468250000000001,186.28,2019-02-15,18:09,Ewallet,186.28,4.761904762,0.0,7.455,96.1735,16.8409,2019,2,15,Friday
211-30-9270,C,C1373,Naypyitaw,Normal,Male,Health and beauty,17.41,6,15.468250000000001,104.46,2019-04-15,15:16,Credit card,87.05,4.761904762,17.41,7.455,96.0785,19.7633,2019,4,15,Monday
755-12-3214,C,C1440,Naypyitaw,Normal,Female,Health and beauty,44.22,6,13.266,265.32,2019-04-14,17:07,Credit card,221.1,4.761904762,44.22,7.455,96.0785,19.7633,2019,4,14,Sunday
346-84-3103,B,C1268,Mandalay,Normal,Female,Health and beauty,13.22,7,4.627,92.54,2019-03-15,19:26,Cash,66.1,4.761904762,26.44,5.16,96.0891,21.9588,2019,3,15,Friday
478-06-7835,A,C1657,Yangon,Normal,Male,Health and beauty,89.69,1,4.4845,89.69,2019-03-26,11:20,Ewallet,89.69,4.761904762,0.0,4.9,96.1735,16.8409,2019,3,26,Tuesday
540-11-4336,A,C1641,Yangon,Normal,Male,Health and beauty,24.94,9,11.223,224.46,2019-06-14,16:49,Credit card,224.46,4.761904762,0.0,5.6,96.1735,16.8409,2019,6,14,Friday
448-81-5016,A,C1710,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,119.54,2019-07-08,12:01,Credit card,119.54,4.761904762,0.0,5.8,96.1735,16.8409,2019,7,8,Monday
142-72-4741,C,C1377,Naypyitaw,Normal,Male,Health and beauty,93.2,2,9.32,186.4,2019-09-24,18:37,Credit card,186.4,4.761904762,0.0,6.3,96.0785,19.7633,2019,9,24,Tuesday
217-58-1179,A,C1762,Yangon,Normal,Male,Health and beauty,62.65,4,12.53,250.6,2019-08-07,11:25,Cash,250.6,4.761904762,0.0,4.2,96.1735,16.8409,2019,8,7,Wednesday
376-02-8238,B,C1278,Mandalay,Normal,Male,Health and beauty,93.87,11,51.6285,1032.57,2019-01-06,18:42,Credit card,750.96,4.761904762,281.61,9.96,96.0891,21.9588,2019,1,6,Sunday
530-90-9855,A,C1758,Yangon,Normal,Male,Health and beauty,47.59,8,19.036,380.72,2019-08-16,14:47,Cash,380.72,4.761904762,0.0,5.7,96.1735,16.8409,2019,8,16,Friday
866-05-7563,B,C1230,Mandalay,Normal,Female,Health and beauty,81.4,4,16.28,325.6,2019-11-16,19:43,Cash,244.2,4.761904762,81.4,5.76,96.0891,21.9588,2019,11,16,Saturday
604-70-6476,A,C1737,Yangon,Normal,Male,Health and beauty,17.94,5,4.485,89.7,2019-04-27,14:04,Ewallet,89.7,4.761904762,0.0,6.8,96.1735,16.8409,2019,4,27,Saturday
799-71-1548,A,C1886,Yangon,Normal,Female,Health and beauty,77.72,4,15.544,310.88,2019-11-14,16:11,Credit card,310.88,4.761904762,0.0,8.8,96.1735,16.8409,2019,11,14,Thursday
785-13-7708,B,C1243,Mandalay,Normal,Female,Health and beauty,73.06,10,36.53,730.6,2019-12-25,19:06,Credit card,511.42,4.761904762,219.18,5.04,96.0891,21.9588,2019,12,25,Wednesday
845-51-0542,A,C1297,Mandalay,Normal,Female,Health and beauty,46.55,13,30.2575,605.15,2019-09-05,15:34,Ewallet,418.95,4.761904762,186.2,7.68,96.0891,21.9588,2019,9,5,Thursday
662-47-5456,A,C1317,Naypyitaw,Normal,Male,Health and beauty,35.19,12,21.114,422.28,2019-10-23,19:06,Credit card,351.9,4.761904762,70.38,8.82,96.0785,19.7633,2019,10,23,Wednesday
883-17-4236,A,C1486,Naypyitaw,Normal,Female,Health and beauty,14.39,2,1.439,28.78,2019-05-21,19:44,Credit card,28.78,4.761904762,0.0,7.56,96.0785,19.7633,2019,5,21,Tuesday
290-68-2984,A,C1895,Yangon,Normal,Male,Health and beauty,23.75,4,4.75,95.0,2019-02-19,11:22,Cash,95.0,4.761904762,0.0,5.2,96.1735,16.8409,2019,2,19,Tuesday
704-11-6354,A,C1732,Yangon,Normal,Male,Health and beauty,58.9,8,23.56,471.2,2019-09-12,11:23,Cash,471.2,4.761904762,0.0,8.9,96.1735,16.8409,2019,9,12,Thursday
110-48-7033,A,C1293,Mandalay,Normal,Male,Health and beauty,32.62,6,9.786,195.72,2019-06-21,14:12,Cash,130.48,4.761904762,65.24,10.0,96.0891,21.9588,2019,6,21,Friday
366-93-0948,A,C1696,Yangon,Normal,Male,Health and beauty,66.35,1,3.3175,66.35,2019-01-31,10:46,Credit card,66.35,4.761904762,0.0,9.7,96.1735,16.8409,2019,1,31,Thursday
729-09-9681,A,C1694,Yangon,Normal,Male,Health and beauty,25.91,6,7.773,155.46,2019-03-24,10:16,Ewallet,155.46,4.761904762,0.0,8.7,96.1735,16.8409,2019,3,24,Sunday
151-16-1484,A,C1721,Yangon,Normal,Male,Health and beauty,32.25,4,6.45,129.0,2019-10-06,12:38,Ewallet,129.0,4.761904762,0.0,6.5,96.1735,16.8409,2019,10,6,Sunday
380-94-4661,C,C1487,Naypyitaw,Normal,Male,Health and beauty,65.94,5,15.468250000000001,329.7,2019-04-26,13:05,Credit card,263.76,4.761904762,65.94,7.245,96.0785,19.7633,2019,4,26,Friday
850-41-9669,A,C1810,Yangon,Normal,Female,Health and beauty,75.06,9,15.468250000000001,675.54,2019-06-06,13:25,Ewallet,675.54,4.761904762,0.0,6.2,96.1735,16.8409,2019,6,6,Thursday
821-07-3596,C,C1322,Naypyitaw,Normal,Female,Health and beauty,16.45,5,4.1125,82.25,2019-01-31,14:53,Ewallet,65.8,4.761904762,16.45,5.88,96.0785,19.7633,2019,1,31,Thursday
655-85-5130,B,C1300,Mandalay,Normal,Female,Health and beauty,38.3,6,11.49,229.8,2019-02-03,19:22,Cash,153.2,4.761904762,76.6,6.84,96.0891,21.9588,2019,2,3,Sunday
447-15-7839,A,C1739,Yangon,Member,Female,Health and beauty,22.24,14,15.568,311.36,2019-10-07,11:00,Cash,222.4,4.761904762,88.96,4.2,96.1735,16.8409,2019,10,7,Monday
154-74-7179,B,C1227,Mandalay,Normal,Male,Health and beauty,54.45,1,2.7225,54.45,2019-05-05,19:24,Ewallet,54.45,4.761904762,0.0,9.48,96.0891,21.9588,2019,5,5,Sunday
253-12-6086,A,C1731,Yangon,Member,Female,Sports and travel,98.4,10,49.2,984.0,2019-12-11,12:43,Credit card,688.8,4.761904762,295.2,8.7,96.1735,16.8409,2019,12,11,Wednesday
808-65-0703,C,C1322,Naypyitaw,Normal,Male,Home and lifestyle,35.47,5,8.8675,177.35,2019-03-05,17:22,Credit card,141.88,4.761904762,35.47,7.245,96.0785,19.7633,2019,3,5,Tuesday
